Chemin du fichier, Nom du paquet, Nom de la classe, Tloc de la classe, Tassert de la classe, Tcmp de la classe
C:\Users\maseu\Desktop\jfreechart-master\src\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java, org.jfree.chart.renderer.category, BoxAndWhiskerRendererTest, 307, 38, 8.07
